Lot,LotID,HorseID,HorseUUID,Name,horseGender,yob,cob,colour,SireID,SireUUID,sireName,Stallion Match Rating,lotPedigreeStrength,lotSpeedPct,lotClassicPct,lotStaminaPct,lotDI,lotCI,vendorName,vendorLotsOffered_5y,vendorLotsSold_5y,vendorStakesWinners_5y,vendorWinners_5y,damUrl,stallionName,stallionFarm,stallionFee,matingMatchRating,matingPedigreeStrength,matingSpeedPct,matingClassicPct,matingStaminaPct,matingDI,matingCI,stallionSearchUrl
718,832674,884027,784D759F-6BCC-EE11-8DC2-E8D8D1C4DF34,Air To Air,Mare,2016,AUS,Bay,1033498,6066859F-6BCC-EE11-8DC2-E8D8D1C4DF34,Southport Tycoon,20/20 MATCH,39.9,29.63,59.26,11.11,1.455,0.296,Baystone Farm,0,0,0,0,https://stallionmatch.com/race-horse/Air%20To%20Air/784D759F-6BCC-EE11-8DC2-E8D8D1C4DF34,Southport Tycoon,Widden Stud - Victoria,"AUD 33,000 (2026)",20/20 MATCH,20.6,60.87,34.78,4.35,3.6,0.913,https://stallionmatch.com/stallion-search?stallionId=0F776DAC-9DF8-EF11-ACD3-02C4308ABA4F&mareId=784D759F-6BCC-EE11-8DC2-E8D8D1C4DF34
719,832675,1604055,1FCF5CDF-DE87-EF11-ACD3-02C4308ABA4F,Aleishka,Mare,2022,GBR,Bay,1033498,6066859F-6BCC-EE11-8DC2-E8D8D1C4DF34,Southport Tycoon,20/20 MATCH,42.6,38.1,23.81,38.1,1,-0.048,Amarina Farm,136,109,1,45,https://stallionmatch.com/race-horse/Aleishka/1FCF5CDF-DE87-EF11-ACD3-02C4308ABA4F,Southport Tycoon,Widden Stud - Victoria,"AUD 33,000 (2026)",NORMAL MATCH,37.8,66.67,14.29,19.05,2.818,0.762,https://stallionmatch.com/stallion-search?stallionId=0F776DAC-9DF8-EF11-ACD3-02C4308ABA4F&mareId=1FCF5CDF-DE87-EF11-ACD3-02C4308ABA4F
720,832676,1346099,97CBA49F-6BCC-EE11-8DC2-E8D8D1C4DF34,All Woke,Mare,2021,AUS,Bay,1033498,6066859F-6BCC-EE11-8DC2-E8D8D1C4DF34,Southport Tycoon,NORMAL MATCH,19.4,34.48,37.93,27.59,1.148,0,Vinery Stud,614,515,15,209,https://stallionmatch.com/race-horse/All%20Woke/97CBA49F-6BCC-EE11-8DC2-E8D8D1C4DF34,Southport Tycoon,Widden Stud - Victoria,"AUD 33,000 (2026)",20/20 MATCH,30.7,56.52,26.09,17.39,2.286,0.565,https://stallionmatch.com/stallion-search?stallionId=0F776DAC-9DF8-EF11-ACD3-02C4308ABA4F&mareId=97CBA49F-6BCC-EE11-8DC2-E8D8D1C4DF34
721,832677,1253671,6FB39C9F-6BCC-EE11-8DC2-E8D8D1C4DF34,Amelita,Mare,2021,AUS,Bay Brown,1033498,6066859F-6BCC-EE11-8DC2-E8D8D1C4DF34,Southport Tycoon,PERFECT MATCH,20.2,48.28,48.28,3.45,2.625,0.931,Vinery Stud,614,515,15,209,https://stallionmatch.com/race-horse/Amelita/6FB39C9F-6BCC-EE11-8DC2-E8D8D1C4DF34,Southport Tycoon,Widden Stud - Victoria,"AUD 33,000 (2026)",20/20 MATCH,65.4,69.57,30.43,0,5.571,1.217,https://stallionmatch.com/stallion-search?stallionId=0F776DAC-9DF8-EF11-ACD3-02C4308ABA4F&mareId=6FB39C9F-6BCC-EE11-8DC2-E8D8D1C4DF34
722,832678,952929,2B8F7C9F-6BCC-EE11-8DC2-E8D8D1C4DF34,Amen Corner,Mare,2018,AUS,Bay,1033498,6066859F-6BCC-EE11-8DC2-E8D8D1C4DF34,Southport Tycoon,PERFECT MATCH,92.7,66.67,14.81,18.52,2.857,1.148,Newgate Farm,628,589,17,262,https://stallionmatch.com/race-horse/Amen%20Corner/2B8F7C9F-6BCC-EE11-8DC2-E8D8D1C4DF34,Southport Tycoon,Widden Stud - Victoria,"AUD 33,000 (2026)",20/20 MATCH,48.3,86.36,4.55,9.09,7.8,1.455,https://stallionmatch.com/stallion-search?stallionId=0F776DAC-9DF8-EF11-ACD3-02C4308ABA4F&mareId=2B8F7C9F-6BCC-EE11-8DC2-E8D8D1C4DF34
723,832679,570632,BAA15A9F-6BCC-EE11-8DC2-E8D8D1C4DF34,Archangel,Mare,2013,AUS,Black Brown,1033498,6066859F-6BCC-EE11-8DC2-E8D8D1C4DF34,Southport Tycoon,20/20 MATCH,70.2,30.77,69.23,0,1.889,0.308,Coolmore Stud,597,555,17,207,https://stallionmatch.com/race-horse/Archangel/BAA15A9F-6BCC-EE11-8DC2-E8D8D1C4DF34,Southport Tycoon,Widden Stud - Victoria,"AUD 33,000 (2026)",20/20 MATCH,61.9,65.22,34.78,0,4.75,0.957,https://stallionmatch.com/stallion-search?stallionId=0F776DAC-9DF8-EF11-ACD3-02C4308ABA4F&mareId=BAA15A9F-6BCC-EE11-8DC2-E8D8D1C4DF34
724,832680,576802,22B25A9F-6BCC-EE11-8DC2-E8D8D1C4DF34,Arctic Angel,Mare,2014,AUS,Missing,1033498,6066859F-6BCC-EE11-8DC2-E8D8D1C4DF34,Southport Tycoon,20/20 MATCH,62.8,69.23,26.92,3.85,4.778,1.192,Newington Farm Premium Consignment,0,0,0,0,https://stallionmatch.com/race-horse/Arctic%20Angel/22B25A9F-6BCC-EE11-8DC2-E8D8D1C4DF34,Southport Tycoon,Widden Stud - Victoria,"AUD 33,000 (2026)",20/20 MATCH,62.9,83.33,16.67,0,11,1.417,https://stallionmatch.com/stallion-search?stallionId=0F776DAC-9DF8-EF11-ACD3-02C4308ABA4F&mareId=22B25A9F-6BCC-EE11-8DC2-E8D8D1C4DF34
725,832681,1226373,8F519A9F-6BCC-EE11-8DC2-E8D8D1C4DF34,Arctic Fairy,Mare,2019,AUS,Missing,1033498,6066859F-6BCC-EE11-8DC2-E8D8D1C4DF34,Southport Tycoon,20/20 MATCH,86.8,51.61,48.39,0,3.133,0.968,Newington Farm Premium Consignment,0,0,0,0,https://stallionmatch.com/race-horse/Arctic%20Fairy/8F519A9F-6BCC-EE11-8DC2-E8D8D1C4DF34,Southport Tycoon,Widden Stud - Victoria,"AUD 33,000 (2026)",NORMAL MATCH,30.7,75,25,0,7,1.292,https://stallionmatch.com/stallion-search?stallionId=0F776DAC-9DF8-EF11-ACD3-02C4308ABA4F&mareId=8F519A9F-6BCC-EE11-8DC2-E8D8D1C4DF34
726,832682,562757,7E7B599F-6BCC-EE11-8DC2-E8D8D1C4DF34,Arctic Success,Mare,2012,AUS,Chestnut,1033498,6066859F-6BCC-EE11-8DC2-E8D8D1C4DF34,Southport Tycoon,NORMAL MATCH,16.6,46.67,26.67,26.67,1.5,0.6,Vinery Stud,614,515,15,209,https://stallionmatch.com/race-horse/Arctic%20Success/7E7B599F-6BCC-EE11-8DC2-E8D8D1C4DF34,Southport Tycoon,Widden Stud - Victoria,"AUD 33,000 (2026)",NORMAL MATCH,56.2,77.78,11.11,11.11,5,1.222,https://stallionmatch.com/stallion-search?stallionId=0F776DAC-9DF8-EF11-ACD3-02C4308ABA4F&mareId=7E7B599F-6BCC-EE11-8DC2-E8D8D1C4DF34
727,832683,1218725,4822999F-6BCC-EE11-8DC2-E8D8D1C4DF34,Aunt Roberta,Mare,2019,NZL,Bay,1033498,6066859F-6BCC-EE11-8DC2-E8D8D1C4DF34,Southport Tycoon,PERFECT MATCH,69.2,56.67,23.33,20,2.158,0.467,Newington Farm Premium Consignment,0,0,0,0,https://stallionmatch.com/race-horse/Aunt%20Roberta/4822999F-6BCC-EE11-8DC2-E8D8D1C4DF34,Southport Tycoon,Widden Stud - Victoria,"AUD 33,000 (2026)",20/20 MATCH,30.3,75,12.5,12.5,4.333,0.958,https://stallionmatch.com/stallion-search?stallionId=0F776DAC-9DF8-EF11-ACD3-02C4308ABA4F&mareId=4822999F-6BCC-EE11-8DC2-E8D8D1C4DF34
728,832684,1443703,F7CAAE9F-6BCC-EE11-8DC2-E8D8D1C4DF34,Autumn Dancer,Mare,2020,AUS,Chestnut,1033498,6066859F-6BCC-EE11-8DC2-E8D8D1C4DF34,Southport Tycoon,20/20 MATCH,55.6,66.67,23.33,10,3.615,0.8,Fernrigg Farm,279,233,1,78,https://stallionmatch.com/race-horse/Autumn%20Dancer/F7CAAE9F-6BCC-EE11-8DC2-E8D8D1C4DF34,Southport Tycoon,Widden Stud - Victoria,"AUD 33,000 (2026)",20/20 MATCH,36.4,79.17,16.67,4.17,7,1.167,https://stallionmatch.com/stallion-search?stallionId=0F776DAC-9DF8-EF11-ACD3-02C4308ABA4F&mareId=F7CAAE9F-6BCC-EE11-8DC2-E8D8D1C4DF34
729,832685,1433601,5CB9AD9F-6BCC-EE11-8DC2-E8D8D1C4DF34,Batwoman,Mare,2021,AUS,Bay,1033498,6066859F-6BCC-EE11-8DC2-E8D8D1C4DF34,Southport Tycoon,20/20 MATCH,56,79.31,13.79,6.9,6.25,1,Evergreen Stud Farm,239,161,3,55,https://stallionmatch.com/race-horse/Batwoman/5CB9AD9F-6BCC-EE11-8DC2-E8D8D1C4DF34,Southport Tycoon,Widden Stud - Victoria,"AUD 33,000 (2026)",20/20 MATCH,30.3,87.5,8.33,4.17,11,1.25,https://stallionmatch.com/stallion-search?stallionId=0F776DAC-9DF8-EF11-ACD3-02C4308ABA4F&mareId=5CB9AD9F-6BCC-EE11-8DC2-E8D8D1C4DF34
730,832686,630207,5444609F-6BCC-EE11-8DC2-E8D8D1C4DF34,Bayou,Mare,2015,AUS,Grey,1033498,6066859F-6BCC-EE11-8DC2-E8D8D1C4DF34,Southport Tycoon,20/20 MATCH,71.5,53.33,40,6.67,2.75,0.967,Widden Stud,1231,1065,31,401,https://stallionmatch.com/race-horse/Bayou/5444609F-6BCC-EE11-8DC2-E8D8D1C4DF34,Southport Tycoon,Widden Stud - Victoria,"AUD 33,000 (2026)",NORMAL MATCH,33.6,75,20.83,4.17,5.857,1.292,https://stallionmatch.com/stallion-search?stallionId=0F776DAC-9DF8-EF11-ACD3-02C4308ABA4F&mareId=5444609F-6BCC-EE11-8DC2-E8D8D1C4DF34
731,832687,1569723,94A7B4B4-990E-EF11-8DD1-E8D8D1C4DF34,Be Real,Mare,2020,NZL,Grey,1033498,6066859F-6BCC-EE11-8DC2-E8D8D1C4DF34,Southport Tycoon,20/20 MATCH,66.2,38.1,33.33,28.57,1.211,0.286,Chequers Stud,0,0,0,0,https://stallionmatch.com/race-horse/Be%20Real/94A7B4B4-990E-EF11-8DD1-E8D8D1C4DF34,Southport Tycoon,Widden Stud - Victoria,"AUD 33,000 (2026)",NORMAL MATCH,29.1,75,10,15,4,1.05,https://stallionmatch.com/stallion-search?stallionId=0F776DAC-9DF8-EF11-ACD3-02C4308ABA4F&mareId=94A7B4B4-990E-EF11-8DD1-E8D8D1C4DF34
732,832688,1223045,1A33999F-6BCC-EE11-8DC2-E8D8D1C4DF34,Beginnings,Mare,2020,USA,Bay,1033498,6066859F-6BCC-EE11-8DC2-E8D8D1C4DF34,Southport Tycoon,20/20 MATCH,82.8,48.39,25.81,25.81,1.583,0.129,Coolmore Stud,597,555,17,207,https://stallionmatch.com/race-horse/Beginnings/1A33999F-6BCC-EE11-8DC2-E8D8D1C4DF34,Southport Tycoon,Widden Stud - Victoria,"AUD 33,000 (2026)",NORMAL MATCH,13.9,70.83,12.5,16.67,3.364,0.75,https://stallionmatch.com/stallion-search?stallionId=0F776DAC-9DF8-EF11-ACD3-02C4308ABA4F&mareId=1A33999F-6BCC-EE11-8DC2-E8D8D1C4DF34
733,832689,672188,C194639F-6BCC-EE11-8DC2-E8D8D1C4DF34,Bella Amore,Mare,2016,AUS,Missing,1033498,6066859F-6BCC-EE11-8DC2-E8D8D1C4DF34,Southport Tycoon,20/20 MATCH,86.6,55.17,34.48,10.34,2.625,0.862,Baystone Farm,0,0,0,0,https://stallionmatch.com/race-horse/Bella%20Amore/C194639F-6BCC-EE11-8DC2-E8D8D1C4DF34,Southport Tycoon,Widden Stud - Victoria,"AUD 33,000 (2026)",20/20 MATCH,65.4,75,20.83,4.17,5.857,1.208,https://stallionmatch.com/stallion-search?stallionId=0F776DAC-9DF8-EF11-ACD3-02C4308ABA4F&mareId=C194639F-6BCC-EE11-8DC2-E8D8D1C4DF34
734,832690,1012033,C13F839F-6BCC-EE11-8DC2-E8D8D1C4DF34,Ben Raining,Mare,2018,AUS,Bay Brown,1033498,6066859F-6BCC-EE11-8DC2-E8D8D1C4DF34,Southport Tycoon,20/20 MATCH,24.3,15.63,31.25,53.13,0.455,-0.656,Twin Hills Stud,401,313,3,109,https://stallionmatch.com/race-horse/Ben%20Raining/C13F839F-6BCC-EE11-8DC2-E8D8D1C4DF34,Southport Tycoon,Widden Stud - Victoria,"AUD 33,000 (2026)",20/20 MATCH,33.7,50,16.67,33.33,1.4,0.25,https://stallionmatch.com/stallion-search?stallionId=0F776DAC-9DF8-EF11-ACD3-02C4308ABA4F&mareId=C13F839F-6BCC-EE11-8DC2-E8D8D1C4DF34
735,832691,625795,FC245F9F-6BCC-EE11-8DC2-E8D8D1C4DF34,Beside You,Mare,2013,AUS,Brown,1033498,6066859F-6BCC-EE11-8DC2-E8D8D1C4DF34,Southport Tycoon,NORMAL MATCH,11.1,42.31,23.08,34.62,1.167,0.346,Attunga Stud,146,135,2,54,https://stallionmatch.com/race-horse/Beside%20You/FC245F9F-6BCC-EE11-8DC2-E8D8D1C4DF34,Southport Tycoon,Widden Stud - Victoria,"AUD 33,000 (2026)",20/20 MATCH,11.6,69.57,13.04,17.39,3.182,0.957,https://stallionmatch.com/stallion-search?stallionId=0F776DAC-9DF8-EF11-ACD3-02C4308ABA4F&mareId=FC245F9F-6BCC-EE11-8DC2-E8D8D1C4DF34
736,832692,1060583,CEC9879F-6BCC-EE11-8DC2-E8D8D1C4DF34,Bessmati,Mare,2019,AUS,Bay,1033498,6066859F-6BCC-EE11-8DC2-E8D8D1C4DF34,Southport Tycoon,20/20 MATCH,79,64.52,29.03,6.45,3.769,0.839,Vinery Stud,614,515,15,209,https://stallionmatch.com/race-horse/Bessmati/CEC9879F-6BCC-EE11-8DC2-E8D8D1C4DF34,Southport Tycoon,Widden Stud - Victoria,"AUD 33,000 (2026)",20/20 MATCH,35.1,83.33,12.5,4.17,8.6,1.25,https://stallionmatch.com/stallion-search?stallionId=0F776DAC-9DF8-EF11-ACD3-02C4308ABA4F&mareId=CEC9879F-6BCC-EE11-8DC2-E8D8D1C4DF34
737,832693,912419,544F799F-6BCC-EE11-8DC2-E8D8D1C4DF34,Blavatsky,Mare,2017,AUS,Brown,1033498,6066859F-6BCC-EE11-8DC2-E8D8D1C4DF34,Southport Tycoon,20/20 MATCH,65.4,72.41,24.14,3.45,5.444,0.897,Fernrigg Farm,279,233,1,78,https://stallionmatch.com/race-horse/Blavatsky/544F799F-6BCC-EE11-8DC2-E8D8D1C4DF34,Southport Tycoon,Widden Stud - Victoria,"AUD 33,000 (2026)",20/20 MATCH,29.8,86.96,13.04,0,14.333,1.261,https://stallionmatch.com/stallion-search?stallionId=0F776DAC-9DF8-EF11-ACD3-02C4308ABA4F&mareId=544F799F-6BCC-EE11-8DC2-E8D8D1C4DF34
738,832694,898689,3314789F-6BCC-EE11-8DC2-E8D8D1C4DF34,Bleu Zebra,Mare,2017,AUS,Bay,1033498,6066859F-6BCC-EE11-8DC2-E8D8D1C4DF34,Southport Tycoon,NORMAL MATCH,81.4,79.17,12.5,8.33,5.857,1.167,Eureka Stud,457,398,9,163,https://stallionmatch.com/race-horse/Bleu%20Zebra/3314789F-6BCC-EE11-8DC2-E8D8D1C4DF34,Southport Tycoon,Widden Stud - Victoria,"AUD 33,000 (2026)",NORMAL MATCH,71.5,90.91,4.55,4.55,13.667,1.409,https://stallionmatch.com/stallion-search?stallionId=0F776DAC-9DF8-EF11-ACD3-02C4308ABA4F&mareId=3314789F-6BCC-EE11-8DC2-E8D8D1C4DF34
739,832695,806444,5DE7709F-6BCC-EE11-8DC2-E8D8D1C4DF34,Bonvicini,Mare,2016,AUS,Brown,1033498,6066859F-6BCC-EE11-8DC2-E8D8D1C4DF34,Southport Tycoon,20/20 MATCH,33.7,92.59,7.41,0,26,1.593,Vinery Stud,614,515,15,209,https://stallionmatch.com/race-horse/Bonvicini/5DE7709F-6BCC-EE11-8DC2-E8D8D1C4DF34,Southport Tycoon,Widden Stud - Victoria,"AUD 33,000 (2026)",NORMAL MATCH,49.8,95.65,4.35,0,45,1.609,https://stallionmatch.com/stallion-search?stallionId=0F776DAC-9DF8-EF11-ACD3-02C4308ABA4F&mareId=5DE7709F-6BCC-EE11-8DC2-E8D8D1C4DF34
740,832696,1211796,EE1C989F-6BCC-EE11-8DC2-E8D8D1C4DF34,Byron Belle,Mare,2019,AUS,Bay,1033498,6066859F-6BCC-EE11-8DC2-E8D8D1C4DF34,Southport Tycoon,20/20 MATCH,93.8,32.26,58.06,9.68,1.583,0.452,Coolmore Stud,597,555,17,207,https://stallionmatch.com/race-horse/Byron%20Belle/EE1C989F-6BCC-EE11-8DC2-E8D8D1C4DF34,Southport Tycoon,Widden Stud - Victoria,"AUD 33,000 (2026)",20/20 MATCH,31.9,62.5,33.33,4.17,3.8,1,https://stallionmatch.com/stallion-search?stallionId=0F776DAC-9DF8-EF11-ACD3-02C4308ABA4F&mareId=EE1C989F-6BCC-EE11-8DC2-E8D8D1C4DF34
741,832697,1032673,3463859F-6BCC-EE11-8DC2-E8D8D1C4DF34,Capatilly,Mare,2020,AUS,Chestnut,1033498,6066859F-6BCC-EE11-8DC2-E8D8D1C4DF34,Southport Tycoon,NORMAL MATCH,33.1,80,12,8,6.143,1.4,Newgate Farm,628,589,17,262,https://stallionmatch.com/race-horse/Capatilly/3463859F-6BCC-EE11-8DC2-E8D8D1C4DF34,Southport Tycoon,Widden Stud - Victoria,"AUD 33,000 (2026)",NORMAL MATCH,35.1,90.91,4.55,4.55,13.667,1.545,https://stallionmatch.com/stallion-search?stallionId=0F776DAC-9DF8-EF11-ACD3-02C4308ABA4F&mareId=3463859F-6BCC-EE11-8DC2-E8D8D1C4DF34
742,832698,1443237,28C9AE9F-6BCC-EE11-8DC2-E8D8D1C4DF34,Catahoula,Mare,2020,AUS,Bay,1033498,6066859F-6BCC-EE11-8DC2-E8D8D1C4DF34,Southport Tycoon,20/20 MATCH,46.7,81.48,14.81,3.7,8,1.444,Glenbeigh Farm,100,79,2,13,https://stallionmatch.com/race-horse/Catahoula/28C9AE9F-6BCC-EE11-8DC2-E8D8D1C4DF34,Southport Tycoon,Widden Stud - Victoria,"AUD 33,000 (2026)",NORMAL MATCH,29.6,90.91,9.09,0,21,1.545,https://stallionmatch.com/stallion-search?stallionId=0F776DAC-9DF8-EF11-ACD3-02C4308ABA4F&mareId=28C9AE9F-6BCC-EE11-8DC2-E8D8D1C4DF34
743,832699,933448,90547A9F-6BCC-EE11-8DC2-E8D8D1C4DF34,Centro Storico,Mare,2018,AUS,Bay,1033498,6066859F-6BCC-EE11-8DC2-E8D8D1C4DF34,Southport Tycoon,20/20 MATCH,83.6,62.07,34.48,3.45,3.833,1.103,Baystone Farm,0,0,0,0,https://stallionmatch.com/race-horse/Centro%20Storico/90547A9F-6BCC-EE11-8DC2-E8D8D1C4DF34,Southport Tycoon,Widden Stud - Victoria,"AUD 33,000 (2026)",20/20 MATCH,26.9,79.17,20.83,0,8.6,1.375,https://stallionmatch.com/stallion-search?stallionId=0F776DAC-9DF8-EF11-ACD3-02C4308ABA4F&mareId=90547A9F-6BCC-EE11-8DC2-E8D8D1C4DF34
744,832700,979908,20DC7F9F-6BCC-EE11-8DC2-E8D8D1C4DF34,Chequered Love,Mare,2017,AUS,Grey,1033498,6066859F-6BCC-EE11-8DC2-E8D8D1C4DF34,Southport Tycoon,NORMAL MATCH,26.9,23.08,46.15,30.77,0.857,0.077,Sledmere Stud,468,427,13,178,https://stallionmatch.com/race-horse/Chequered%20Love/20DC7F9F-6BCC-EE11-8DC2-E8D8D1C4DF34,Southport Tycoon,Widden Stud - Victoria,"AUD 33,000 (2026)",NORMAL MATCH,43.8,60.87,21.74,17.39,2.538,0.826,https://stallionmatch.com/stallion-search?stallionId=0F776DAC-9DF8-EF11-ACD3-02C4308ABA4F&mareId=20DC7F9F-6BCC-EE11-8DC2-E8D8D1C4DF34
745,832701,676220,9F8E649F-6BCC-EE11-8DC2-E8D8D1C4DF34,Cheval Noir,Mare,2008,AUS,Bay Brown,1033498,6066859F-6BCC-EE11-8DC2-E8D8D1C4DF34,Southport Tycoon,20/20 MATCH,54.3,77.78,22.22,0,8,1.111,Glen Gallic Stud,53,39,0,10,https://stallionmatch.com/race-horse/Cheval%20Noir/9F8E649F-6BCC-EE11-8DC2-E8D8D1C4DF34,Southport Tycoon,Widden Stud - Victoria,"AUD 33,000 (2026)",20/20 MATCH,32.5,90,10,0,19,1.4,https://stallionmatch.com/stallion-search?stallionId=0F776DAC-9DF8-EF11-ACD3-02C4308ABA4F&mareId=9F8E649F-6BCC-EE11-8DC2-E8D8D1C4DF34
746,832702,1070747,10F6889F-6BCC-EE11-8DC2-E8D8D1C4DF34,Chiang Mai,Mare,2020,AUS,Brown,1033498,6066859F-6BCC-EE11-8DC2-E8D8D1C4DF34,Southport Tycoon,20/20 MATCH,76.3,80,13.33,6.67,6.5,1,Kenmore Lodge,406,371,4,151,https://stallionmatch.com/race-horse/Chiang%20Mai/10F6889F-6BCC-EE11-8DC2-E8D8D1C4DF34,Southport Tycoon,Widden Stud - Victoria,"AUD 33,000 (2026)",NORMAL MATCH,31.5,87.5,8.33,4.17,11,1.25,https://stallionmatch.com/stallion-search?stallionId=0F776DAC-9DF8-EF11-ACD3-02C4308ABA4F&mareId=10F6889F-6BCC-EE11-8DC2-E8D8D1C4DF34
747,832703,884301,584E759F-6BCC-EE11-8DC2-E8D8D1C4DF34,Chrome Angel,Mare,2017,AUS,Missing,1033498,6066859F-6BCC-EE11-8DC2-E8D8D1C4DF34,Southport Tycoon,20/20 MATCH,80.8,43.48,21.74,34.78,1.19,0.174,Newington Farm Premium Consignment,0,0,0,0,https://stallionmatch.com/race-horse/Chrome%20Angel/584E759F-6BCC-EE11-8DC2-E8D8D1C4DF34,Southport Tycoon,Widden Stud - Victoria,"AUD 33,000 (2026)",NORMAL MATCH,69,72.73,9.09,18.18,3.4,0.909,https://stallionmatch.com/stallion-search?stallionId=0F776DAC-9DF8-EF11-ACD3-02C4308ABA4F&mareId=584E759F-6BCC-EE11-8DC2-E8D8D1C4DF34
748,832704,884034,7F4D759F-6BCC-EE11-8DC2-E8D8D1C4DF34,Clear Blonde,Mare,2016,AUS,Chestnut,1033498,6066859F-6BCC-EE11-8DC2-E8D8D1C4DF34,Southport Tycoon,20/20 MATCH,23.5,52.17,8.7,39.13,1.3,0.13,Willow Park Stud,216,191,3,71,https://stallionmatch.com/race-horse/Clear%20Blonde/7F4D759F-6BCC-EE11-8DC2-E8D8D1C4DF34,Southport Tycoon,Widden Stud - Victoria,"AUD 33,000 (2026)",20/20 MATCH,35.8,72.73,9.09,18.18,3.4,0.818,https://stallionmatch.com/stallion-search?stallionId=0F776DAC-9DF8-EF11-ACD3-02C4308ABA4F&mareId=7F4D759F-6BCC-EE11-8DC2-E8D8D1C4DF34
749,832705,593922,7EBF5C9F-6BCC-EE11-8DC2-E8D8D1C4DF34,Complicit,Mare,2014,USA,Bay,1033498,6066859F-6BCC-EE11-8DC2-E8D8D1C4DF34,Southport Tycoon,20/20 MATCH,51.2,41.94,32.26,25.81,1.385,0.194,Newgate Farm,628,589,17,262,https://stallionmatch.com/race-horse/Complicit/7EBF5C9F-6BCC-EE11-8DC2-E8D8D1C4DF34,Southport Tycoon,Widden Stud - Victoria,"AUD 33,000 (2026)",NORMAL MATCH,52.2,70.83,12.5,16.67,3.364,0.833,https://stallionmatch.com/stallion-search?stallionId=0F776DAC-9DF8-EF11-ACD3-02C4308ABA4F&mareId=7EBF5C9F-6BCC-EE11-8DC2-E8D8D1C4DF34
750,832706,942017,AE827B9F-6BCC-EE11-8DC2-E8D8D1C4DF34,Cornelia Street,Mare,2018,AUS,Chestnut,1033498,6066859F-6BCC-EE11-8DC2-E8D8D1C4DF34,Southport Tycoon,NORMAL MATCH,76.6,19.23,26.92,53.85,0.486,-0.577,Twin Hills Stud,401,313,3,109,https://stallionmatch.com/race-horse/Cornelia%20Street/AE827B9F-6BCC-EE11-8DC2-E8D8D1C4DF34,Southport Tycoon,Widden Stud - Victoria,"AUD 33,000 (2026)",NORMAL MATCH,37.6,56.52,13.04,30.43,1.706,0.435,https://stallionmatch.com/stallion-search?stallionId=0F776DAC-9DF8-EF11-ACD3-02C4308ABA4F&mareId=AE827B9F-6BCC-EE11-8DC2-E8D8D1C4DF34
751,832707,607226,3BD85D9F-6BCC-EE11-8DC2-E8D8D1C4DF34,Cosmic Powers,Mare,2013,AUS,Bay,1033498,6066859F-6BCC-EE11-8DC2-E8D8D1C4DF34,Southport Tycoon,20/20 MATCH,38,42.86,32.14,25,1.435,0.607,Twin Hills Stud,401,313,3,109,https://stallionmatch.com/race-horse/Cosmic%20Powers/3BD85D9F-6BCC-EE11-8DC2-E8D8D1C4DF34,Southport Tycoon,Widden Stud - Victoria,"AUD 33,000 (2026)",20/20 MATCH,36.6,66.67,20.83,12.5,3.364,1.042,https://stallionmatch.com/stallion-search?stallionId=0F776DAC-9DF8-EF11-ACD3-02C4308ABA4F&mareId=3BD85D9F-6BCC-EE11-8DC2-E8D8D1C4DF34
752,832708,1052156,95A9879F-6BCC-EE11-8DC2-E8D8D1C4DF34,Costa Rica,Mare,2020,NZL,Bay,1033498,6066859F-6BCC-EE11-8DC2-E8D8D1C4DF34,Southport Tycoon,20/20 MATCH,40.9,24,44,32,0.852,-0.28,Yarraman Park Stud,483,461,12,204,https://stallionmatch.com/race-horse/Costa%20Rica/95A9879F-6BCC-EE11-8DC2-E8D8D1C4DF34,Southport Tycoon,Widden Stud - Victoria,"AUD 33,000 (2026)",NORMAL MATCH,74.7,59.09,22.73,18.18,2.385,0.591,https://stallionmatch.com/stallion-search?stallionId=0F776DAC-9DF8-EF11-ACD3-02C4308ABA4F&mareId=95A9879F-6BCC-EE11-8DC2-E8D8D1C4DF34
753,832709,725029,580B699F-6BCC-EE11-8DC2-E8D8D1C4DF34,Covert Miss,Mare,2015,AUS,Brown,1033498,6066859F-6BCC-EE11-8DC2-E8D8D1C4DF34,Southport Tycoon,20/20 MATCH,64.2,42.86,57.14,0,2.5,0.679,Fernrigg Farm,279,233,1,78,https://stallionmatch.com/race-horse/Covert%20Miss/580B699F-6BCC-EE11-8DC2-E8D8D1C4DF34,Southport Tycoon,Widden Stud - Victoria,"AUD 33,000 (2026)",NORMAL MATCH,29.3,66.67,33.33,0,5,1.083,https://stallionmatch.com/stallion-search?stallionId=0F776DAC-9DF8-EF11-ACD3-02C4308ABA4F&mareId=580B699F-6BCC-EE11-8DC2-E8D8D1C4DF34
754,832710,916655,965C799F-6BCC-EE11-8DC2-E8D8D1C4DF34,Crystal Star,Mare,2016,AUS,Missing,1033498,6066859F-6BCC-EE11-8DC2-E8D8D1C4DF34,Southport Tycoon,20/20 MATCH,69.7,78.26,13.04,8.7,5.571,1.13,Newington Farm Premium Consignment,0,0,0,0,https://stallionmatch.com/race-horse/Crystal%20Star/965C799F-6BCC-EE11-8DC2-E8D8D1C4DF34,Southport Tycoon,Widden Stud - Victoria,"AUD 33,000 (2026)",NORMAL MATCH,36.3,86.36,9.09,4.55,10,1.318,https://stallionmatch.com/stallion-search?stallionId=0F776DAC-9DF8-EF11-ACD3-02C4308ABA4F&mareId=965C799F-6BCC-EE11-8DC2-E8D8D1C4DF34
